step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
162,PAYMENT,9029.43,C1974618371,15269.0,6239.57,M52374049,0.0,0.0,0,0
203,CASH_OUT,426291.59,C422578886,10584.0,0.0,C515209357,2016537.99,4144305.33,0,0
566,CASH_IN,148088.38,C2008488530,1519126.61,1667214.99,C2065263836,4388358.94,4240270.56,0,0
12,CASH_OUT,95665.3,C1884888610,0.0,0.0,C1628894200,312205.06,0.0,0,0
251,CASH_IN,285023.41,C507624817,8997577.39,9282600.79,C880796813,1919204.23,1634180.83,0,0
284,TRANSFER,60271.5,C1678664599,5139.0,0.0,C72805920,36638.37,96909.87,0,0
283,PAYMENT,2627.7,C1403253869,52201.5,49573.81,M1579089864,0.0,0.0,0,0
540,CASH_OUT,140905.46,C132968180,0.0,0.0,C2082183920,318203.48,459108.95,0,0
323,PAYMENT,3040.32,C1584580108,282435.17,279394.85,M1173250676,0.0,0.0,0,0
346,PAYMENT,13684.56,C390639502,8749.68,0.0,M369879496,0.0,0.0,0,0
540,TRANSFER,313836.74,C1057552441,0.0,0.0,C484249040,995591.79,1309428.53,0,0
395,CASH_IN,57878.79,C438752182,7110008.25,7167887.04,C773473140,5439520.28,5381641.49,0,0
16,CASH_OUT,75661.59,C922720322,0.0,0.0,C1923018211,693909.45,706387.31,0,0
155,CASH_IN,58598.02,C552400622,512841.0,571439.02,C350406435,24907.22,234143.93,0,0
43,PAYMENT,15703.44,C195705148,0.0,0.0,M587255521,0.0,0.0,0,0
280,CASH_OUT,73545.57,C537304905,20171.0,0.0,C768589348,0.0,73545.57,0,0
18,PAYMENT,2473.86,C425882491,0.0,0.0,M357602002,0.0,0.0,0,0
326,CASH_OUT,269183.57,C1548074575,5272.0,0.0,C1060469861,563771.38,832954.94,0,0
405,CASH_IN,311152.58,C1106343077,10055.0,321207.58,C224348906,6499395.08,6188242.5,0,0
161,CASH_OUT,133108.34,C170786499,189.0,0.0,C674437943,0.0,133108.34,0,0
20,PAYMENT,1610.33,C204999640,17120.58,15510.25,M396371859,0.0,0.0,0,0
257,PAYMENT,13301.68,C156187055,0.0,0.0,M981614901,0.0,0.0,0,0
235,CASH_OUT,302340.99,C460443701,75379.0,0.0,C925080481,1505534.79,1807875.79,0,0
216,DEBIT,3406.69,C186837942,20040.0,16633.31,C879583789,26201.32,29608.01,0,0
181,CASH_OUT,98183.57,C504166765,9952.0,0.0,C456915594,229084.07,327267.64,0,0
166,CASH_OUT,94300.05,C267089526,0.0,0.0,C725135787,276584.61,370884.66,0,0
351,CASH_OUT,45193.82,C159707960,0.0,0.0,C1684637339,181631.13,226824.95,0,0
181,CASH_IN,231445.66,C2011577482,1428095.23,1659540.89,C1060602787,7703367.81,7471922.15,0,0
167,CASH_OUT,29654.78,C1892340999,2080.65,0.0,C1194066750,9323326.85,9412685.33,0,0
226,PAYMENT,14965.67,C1504436422,64451.0,49485.33,M934197543,0.0,0.0,0,0
324,CASH_OUT,128304.35,C1679721076,0.0,0.0,C12118974,15285204.44,15413508.79,0,0
393,CASH_OUT,252897.34,C88679313,0.0,0.0,C1144035239,1625599.86,1878497.2,0,0
395,CASH_IN,255787.5,C995167115,22012458.71,22268246.21,C1830125760,546252.4,290464.89,0,0
379,TRANSFER,535081.19,C1189216713,110217.01,0.0,C1765458929,990798.23,1525879.42,0,0
33,CASH_OUT,157928.73,C1225697663,0.0,0.0,C301732707,830633.4,988562.13,0,0
136,PAYMENT,5678.26,C1278397569,6413.0,734.74,M345844876,0.0,0.0,0,0
358,CASH_OUT,201185.39,C173741572,0.0,0.0,C769312811,3930544.64,4131730.03,0,0
38,CASH_OUT,197115.38,C1358518403,264094.35,66978.97,C2143809709,308047.53,505162.91,0,0
191,PAYMENT,5689.07,C1078781007,16687.0,10997.93,M816689065,0.0,0.0,0,0
334,TRANSFER,188763.38,C144380619,0.0,0.0,C2013184043,2092298.64,2281062.01,0,0
355,CASH_OUT,374055.66,C1627289248,0.0,0.0,C1545916613,2889205.67,3263261.34,0,0
356,TRANSFER,165874.83,C1136903504,0.0,0.0,C174620003,538686.3,704561.13,0,0
393,PAYMENT,41168.88,C614412391,549.0,0.0,M566986178,0.0,0.0,0,0
323,CASH_OUT,73840.74,C682790009,22532.0,0.0,C1985702741,296353.41,370194.14,0,0
350,CASH_IN,277624.84,C256424235,4410712.54,4688337.39,C1321372874,392720.8,115095.96,0,0
225,CASH_OUT,153888.12,C861063065,1429.0,0.0,C349833373,0.0,153888.12,0,0
44,CASH_OUT,8990.49,C1963000596,0.0,0.0,C1893008546,62552.21,71542.7,0,0
155,CASH_OUT,238049.34,C611980607,0.0,0.0,C9447601,919481.65,1157530.99,0,0
383,PAYMENT,470.89,C951539006,35161.0,34690.11,M1530434286,0.0,0.0,0,0
280,CASH_OUT,12957.94,C911361811,434554.85,421596.91,C658794918,16316.45,29274.39,0,0
162,CASH_OUT,50243.74,C1904098412,0.0,0.0,C442930147,2045609.41,2095853.15,0,0
134,CASH_IN,289122.53,C1931831949,8791094.2,9080216.72,C449655376,1415958.25,925424.27,0,0
236,CASH_OUT,114986.47,C556894590,78514.0,0.0,C1056590134,211827.46,326813.93,0,0
255,PAYMENT,1961.5,C729468826,0.0,0.0,M2002361949,0.0,0.0,0,0
132,CASH_OUT,116144.43,C770871031,19089.0,0.0,C1565966579,493055.88,609200.31,0,0
322,CASH_OUT,349962.34,C2031804842,16551.0,0.0,C1934390716,97482.89,447445.23,0,0
236,CASH_OUT,26106.36,C2126913234,0.0,0.0,C1199012060,283945.24,310051.6,0,0
302,TRANSFER,13036577.07,C224755910,0.0,0.0,C650651404,13519582.52,26556159.58,0,0
348,CASH_OUT,71831.87,C718712202,320.0,0.0,C683258608,0.0,71831.87,0,0
157,PAYMENT,3032.8,C1085496929,364709.94,361677.14,M1816099099,0.0,0.0,0,0
188,CASH_IN,122336.11,C1137888771,3993398.75,4115734.87,C829494887,154141.44,31805.33,0,0
13,PAYMENT,6996.34,C181556042,0.0,0.0,M2099284178,0.0,0.0,0,0
180,PAYMENT,28691.35,C1175681047,17001.49,0.0,M1343646781,0.0,0.0,0,0
10,CASH_OUT,89283.8,C1451409140,0.0,0.0,C750349296,302825.84,392109.64,0,0
548,CASH_IN,217081.46,C318612439,4356010.7,4573092.16,C1120653298,2276134.86,2059053.39,0,0
212,CASH_OUT,28196.62,C1472360852,0.0,0.0,C1054863021,761076.11,789272.73,0,0
187,CASH_IN,58514.77,C893972041,2956662.57,3015177.34,C295647262,337079.65,278564.88,0,0
34,CASH_OUT,301320.44,C314705322,571.0,0.0,C394550924,8859636.14,9160956.58,0,0
164,TRANSFER,547481.65,C1126630526,0.0,0.0,C976144053,7408974.14,7916478.6,0,0
185,CASH_OUT,139640.27,C1452448930,0.0,0.0,C1235886999,232353.83,371994.1,0,0
16,CASH_IN,242468.54,C374823238,7757.0,250225.54,C445376748,0.0,0.0,0,0
12,TRANSFER,443096.46,C604227791,0.0,0.0,C1654982689,1033464.6,1544617.63,0,0
11,PAYMENT,28440.73,C1677451521,0.0,0.0,M1396036051,0.0,0.0,0,0
300,CASH_IN,237565.85,C936212461,8974590.19,9212156.04,C961129671,2633393.32,2395827.48,0,0
328,PAYMENT,8704.89,C889093924,0.0,0.0,M1501217014,0.0,0.0,0,0
326,PAYMENT,42167.33,C1070648221,3045.0,0.0,M753963622,0.0,0.0,0,0
43,CASH_OUT,114122.91,C1582983392,11264.0,0.0,C1865092371,612537.61,726660.51,0,0
134,PAYMENT,7081.15,C348539050,0.0,0.0,M98329335,0.0,0.0,0,0
34,CASH_OUT,275215.01,C794432187,0.0,0.0,C910517892,583322.52,858537.53,0,0
38,CASH_IN,4302.21,C2079922389,7144061.08,7148363.29,C461563050,5432056.02,5567777.77,0,0
373,CASH_IN,182964.2,C1395458355,445995.87,628960.07,C1193122248,3555007.0,3372042.8,0,0
262,PAYMENT,7138.85,C622364099,22000.0,14861.15,M363952863,0.0,0.0,0,0
373,CASH_OUT,426567.77,C546596478,0.0,0.0,C1595216512,2119605.92,2546173.7,0,0
134,CASH_OUT,168631.86,C2094287796,40129.0,0.0,C909522545,171602.14,340234.0,0,0
354,CASH_IN,223799.53,C609911754,3887805.46,4111604.99,C1756958668,9939155.96,9715356.43,0,0
163,CASH_IN,99438.69,C1684206719,13745366.16,13844804.85,C1830893609,9652874.52,9553435.84,0,0
280,PAYMENT,11556.83,C1200409814,61560.0,50003.17,M636740999,0.0,0.0,0,0
186,TRANSFER,782038.03,C1542246133,2663.1,0.0,C1849011899,5746373.6,6528411.63,0,0
442,PAYMENT,3155.02,C109336187,80234.0,77078.98,M1977042993,0.0,0.0,0,0
138,CASH_OUT,225634.6,C1741394131,104666.0,0.0,C764993772,97976.95,323611.56,0,0
179,CASH_IN,455278.64,C431111452,2146.0,457424.64,C328290697,0.0,0.0,0,0
305,CASH_OUT,152421.68,C125510363,20543.0,0.0,C1420572763,64644.01,272174.04,0,0
44,CASH_OUT,22560.25,C1733170114,0.0,0.0,C2098880506,185644.52,208204.77,0,0
42,PAYMENT,11714.72,C649017148,0.0,0.0,M264160695,0.0,0.0,0,0
304,CASH_IN,26564.23,C681349333,41479.0,68043.23,C866360204,1318422.36,1291858.13,0,0
187,CASH_IN,142374.85,C1970672565,592628.32,735003.18,C1604027935,165009.03,22634.18,0,0
160,CASH_OUT,134069.09,C101772072,0.0,0.0,C1330059249,608925.42,742994.51,0,0
184,CASH_OUT,256911.63,C1853337854,0.0,0.0,C514304785,4653522.53,4910434.15,0,0
42,CASH_IN,8122.41,C977886787,459.0,8581.41,C742683459,502871.63,494749.23,0,0
503,PAYMENT,10494.06,C34252674,91516.0,81021.94,M1653381969,0.0,0.0,0,0
182,PAYMENT,14304.05,C116381969,0.0,0.0,M214921769,0.0,0.0,0,0
36,CASH_OUT,125460.87,C335278506,0.0,0.0,C1355302902,1789733.12,1915193.98,0,0
631,CASH_OUT,696575.46,C120775344,696575.46,0.0,C188876260,0.0,696575.46,1,0
370,CASH_IN,137068.34,C1330381327,5870425.15,6007493.49,C1650523697,7627922.23,7490853.89,0,0
373,CASH_IN,107701.72,C1210452344,11881385.58,11989087.3,C1081098512,211684.77,103983.04,0,0
380,PAYMENT,7219.68,C1521136892,0.0,0.0,M1042934461,0.0,0.0,0,0
160,CASH_OUT,19880.81,C1853838761,51916.0,32035.19,C763250092,884889.92,904770.73,0,0
22,PAYMENT,9842.71,C804243770,138.0,0.0,M217389992,0.0,0.0,0,0
14,CASH_OUT,279052.48,C844763591,0.0,0.0,C1850042097,582557.53,1232176.1,0,0
44,CASH_IN,90437.61,C15304767,155218.47,245656.08,C312417568,2882368.21,2791930.61,0,0
306,CASH_IN,240349.1,C10009283,3224774.04,3465123.13,C528381695,1439983.69,1199634.59,0,0
7,PAYMENT,4426.04,C1725884554,28165.0,23738.96,M562411217,0.0,0.0,0,0
38,CASH_IN,138771.7,C554617567,7218550.13,7357321.83,C1729721117,214536.33,75764.63,0,0
140,PAYMENT,18015.49,C674373360,315228.96,297213.47,M1244862766,0.0,0.0,0,0
401,CASH_IN,61936.01,C536972414,1345164.98,1407100.99,C498202206,21887576.68,21825640.67,0,0
205,PAYMENT,6040.58,C166053158,0.0,0.0,M497294188,0.0,0.0,0,0
283,PAYMENT,7860.62,C408724425,185771.66,177911.04,M625810297,0.0,0.0,0,0
190,CASH_OUT,4590.56,C1561712751,85.0,0.0,C250472670,238970.49,243561.06,0,0
42,CASH_OUT,61862.35,C1268882808,184.0,0.0,C538622960,26509.83,1481427.85,0,0
136,CASH_IN,110654.02,C770550041,10370639.36,10481293.38,C1870498110,6071216.79,5960562.77,0,0
36,CASH_OUT,78585.06,C45258993,0.0,0.0,C1817396610,3126868.04,3205453.09,0,0
522,CASH_IN,10705.0,C2097400720,143877.0,154582.0,C12566822,11631.34,926.34,0,0
592,PAYMENT,43710.35,C1681380298,693049.0,649338.65,M393261796,0.0,0.0,0,0
284,PAYMENT,6433.94,C1358485344,18729.19,12295.25,M560978004,0.0,0.0,0,0
14,CASH_OUT,116319.7,C543176333,0.0,0.0,C564321188,183341.19,177592.69,0,0
47,PAYMENT,11539.94,C490689919,10170.0,0.0,M1253817371,0.0,0.0,0,0
253,PAYMENT,6984.17,C570001675,39595.33,32611.16,M609699530,0.0,0.0,0,0
330,PAYMENT,1696.83,C340975631,39299.62,37602.79,M1119353565,0.0,0.0,0,0
230,TRANSFER,401689.57,C144139575,0.0,0.0,C862356971,710357.53,1112047.09,0,0
252,CASH_IN,77005.36,C175692704,471709.42,548714.77,C1934958303,493723.87,416718.51,0,0
275,CASH_OUT,148667.9,C1812765863,109.0,0.0,C1695590484,0.0,148667.9,0,0
399,PAYMENT,5892.68,C1245065909,0.0,0.0,M585379860,0.0,0.0,0,0
138,CASH_OUT,69904.07,C1734343236,0.0,0.0,C350947866,231066.19,300970.27,0,0
16,PAYMENT,15498.81,C370206755,0.0,0.0,M1847437720,0.0,0.0,0,0
381,PAYMENT,694.02,C1824586910,309635.38,308941.36,M2144628907,0.0,0.0,0,0
155,TRANSFER,751213.58,C2009372082,21055.0,0.0,C958693271,2255096.97,3006310.55,0,0
154,PAYMENT,22569.61,C959045707,100478.5,77908.89,M1257128656,0.0,0.0,0,0
21,CASH_OUT,311981.83,C37918545,0.0,0.0,C550702852,774015.92,1085997.74,0,0
260,PAYMENT,5385.63,C120866626,0.0,0.0,M589725153,0.0,0.0,0,0
321,CASH_OUT,59557.02,C581047133,0.0,0.0,C1367047622,778584.3,838141.32,0,0
331,CASH_OUT,190782.01,C1758808581,20497.0,0.0,C363732312,0.0,190782.01,0,0
257,CASH_IN,27983.4,C2115081405,14543158.93,14571142.34,C1579335341,110694.83,82711.42,0,0
42,CASH_IN,96672.13,C2005120234,18811377.51,18908049.64,C1325446949,109825.71,13153.59,0,0
24,CASH_OUT,542193.9,C1944884376,0.0,0.0,C203453713,870370.52,1412564.42,0,0
684,CASH_IN,34705.27,C41480712,5433933.6,5468638.88,C1882923001,1893293.18,1858587.91,0,0
43,CASH_OUT,13993.84,C1385127619,429.0,0.0,C1997327860,1270025.71,1284019.55,0,0
187,CASH_OUT,205561.79,C1227453465,30531.0,0.0,C598577514,7976091.19,8181652.98,0,0
140,PAYMENT,5066.75,C1391987833,40021.0,34954.25,M288629399,0.0,0.0,0,0
347,CASH_OUT,105758.91,C400632293,0.0,0.0,C1271330357,185823.79,291582.71,0,0
157,TRANSFER,444567.4,C376346120,0.0,0.0,C415310478,978645.59,1423212.99,0,0
9,CASH_OUT,294250.06,C1760445832,0.0,0.0,C1791017898,319495.58,691093.32,0,0
407,PAYMENT,12255.93,C1746133895,299755.0,287499.07,M1924271700,0.0,0.0,0,0
353,PAYMENT,16.39,C864197925,30137.0,30120.61,M559431874,0.0,0.0,0,0
349,PAYMENT,11304.97,C1418012087,182216.0,170911.03,M998734854,0.0,0.0,0,0
331,TRANSFER,789280.49,C2084860346,120389.0,0.0,C948905132,21215.09,810495.57,0,0
136,PAYMENT,8675.45,C2067968615,39353.0,30677.55,M1691341623,0.0,0.0,0,0
381,CASH_IN,400296.07,C1784012590,2715729.07,3116025.14,C1082759187,9761274.88,9360978.82,0,0
264,PAYMENT,2417.71,C1865359120,50051.0,47633.29,M2034858600,0.0,0.0,0,0
9,CASH_OUT,216415.12,C2139991609,53054.73,0.0,C20671747,583898.81,626171.93,0,0
40,TRANSFER,522804.14,C1873438168,36930.0,0.0,C975565329,261538.58,784342.72,0,0
259,CASH_IN,96421.18,C202864400,401358.0,497779.18,C1242841072,2479220.18,2684662.9,0,0
354,CASH_OUT,8779.8,C196193244,106450.0,97670.2,C792886067,3195511.84,3204291.64,0,0
326,CASH_IN,27013.84,C802361901,21856.0,48869.84,C1745771404,87470.49,60456.65,0,0
352,CASH_OUT,195285.21,C1468280419,12781.74,0.0,C1643904174,2838792.22,3034077.43,0,0
352,CASH_IN,258838.68,C41477560,7580.0,266418.68,C1845913548,0.0,0.0,0,0
377,PAYMENT,27264.74,C65831665,0.0,0.0,M960634497,0.0,0.0,0,0
159,CASH_OUT,58392.41,C1004416371,0.0,0.0,C1412700714,310776.26,369168.68,0,0
403,PAYMENT,7908.22,C1597547744,0.0,0.0,M1121010608,0.0,0.0,0,0
542,CASH_IN,203503.67,C233489739,832369.6,1035873.27,C808156398,2531483.93,2327980.26,0,0
44,CASH_OUT,223962.36,C145219530,5028.0,0.0,C1313702337,19809.83,243772.19,0,0
522,CASH_OUT,2873.87,C962486334,0.0,0.0,C1666699763,9618867.38,9621741.25,0,0
275,PAYMENT,1566.8,C1074301814,4681.54,3114.74,M1494476028,0.0,0.0,0,0
323,PAYMENT,5912.22,C81588778,165076.0,159163.78,M1303015521,0.0,0.0,0,0
355,CASH_IN,80357.27,C2085820031,4885823.5,4966180.77,C1558514610,167783.78,87426.51,0,0
43,CASH_IN,97105.36,C1441907207,3859199.52,3956304.88,C1071835361,814002.02,716896.66,0,0
157,CASH_OUT,201510.67,C469052168,0.0,0.0,C336297146,379362.82,580873.49,0,0
135,PAYMENT,6541.83,C1705453064,52306.0,45764.17,M1313334847,0.0,0.0,0,0
252,PAYMENT,34444.93,C1253555713,0.0,0.0,M1288120792,0.0,0.0,0,0
43,TRANSFER,370807.87,C888840832,0.0,0.0,C2147130192,1387790.08,1758597.95,0,0
155,TRANSFER,1266316.96,C850638338,0.0,0.0,C1283696648,1353003.19,2619320.14,0,0
681,TRANSFER,1459797.8,C899152696,26643.0,0.0,C1574829495,0.0,1459797.8,0,0
379,CASH_IN,107425.27,C522404592,157244.0,264669.27,C1707731766,409226.02,301800.75,0,0
523,CASH_OUT,160186.79,C2096987876,160186.79,0.0,C641152271,2428183.45,2588370.25,1,0
401,CASH_IN,81309.54,C1079024263,107120.0,188429.54,C81666434,0.0,0.0,0,0
182,PAYMENT,19945.75,C450229343,20491.0,545.25,M598759272,0.0,0.0,0,0
300,CASH_OUT,272264.33,C94146878,153550.0,0.0,C666511011,253732.51,525996.85,0,0
405,CASH_IN,317391.35,C956694760,8097796.34,8415187.69,C1640641160,4371111.88,4053720.53,0,0
137,CASH_OUT,26794.11,C1340157401,49574.0,22779.89,C802685428,3335282.44,3362076.55,0,0
353,CASH_IN,48472.3,C1681474030,10076072.34,10124544.63,C1136107471,2380509.0,2332036.7,0,0
354,CASH_OUT,269828.83,C2136068185,52009.0,0.0,C958530716,42364.0,312192.83,0,0
211,TRANSFER,607200.88,C1456641143,5049.0,0.0,C303129460,0.0,607200.88,0,0
12,PAYMENT,14680.15,C1732135318,99764.0,85083.85,M513614711,0.0,0.0,0,0
185,CASH_OUT,50320.55,C1938743929,43612.11,0.0,C428480505,180500.1,230820.65,0,0
251,CASH_OUT,104627.74,C1122274325,0.0,0.0,C598049728,166434.51,271062.25,0,0
228,CASH_OUT,193375.94,C1375054939,82088.0,0.0,C596920573,4145235.66,4338611.61,0,0
37,TRANSFER,1079223.16,C2142059258,0.0,0.0,C2131825592,1728104.95,2807328.11,0,0
185,CASH_OUT,462717.24,C525626962,299422.0,0.0,C1470659772,267538.7,730255.94,0,0
162,PAYMENT,14724.1,C1664252984,0.0,0.0,M753402017,0.0,0.0,0,0
311,PAYMENT,16919.5,C2123247083,0.0,0.0,M481022171,0.0,0.0,0,0
502,TRANSFER,669536.75,C1679714245,669536.75,0.0,C45579719,0.0,0.0,1,0
692,CASH_OUT,34825.9,C985165853,0.0,0.0,C884799382,441775.04,476600.95,0,0
252,PAYMENT,2548.94,C254960908,52418.0,49869.06,M1884339111,0.0,0.0,0,0
394,CASH_OUT,447013.14,C1494907476,0.0,0.0,C2114040018,4273405.97,4720419.11,0,0
19,CASH_IN,173242.84,C729321498,6226527.83,6399770.66,C1029927794,178995.19,5752.36,0,0
212,PAYMENT,11812.99,C405356756,0.0,0.0,M1856306874,0.0,0.0,0,0
162,CASH_IN,288114.24,C851709899,48653.0,336767.24,C1968101532,8860122.54,8572008.3,0,0
233,CASH_IN,11806.31,C305135110,7209301.85,7221108.16,C372096479,89749.56,77943.25,0,0
23,TRANSFER,319278.55,C1557544059,16701.0,0.0,C2104839001,0.0,319278.55,0,0
182,CASH_OUT,156443.48,C1780176940,19867.0,0.0,C1193197664,1629029.7,1573265.75,0,0
327,PAYMENT,4534.34,C899096272,0.0,0.0,M825180510,0.0,0.0,0,0
261,CASH_OUT,106497.53,C682928011,30229.0,0.0,C372850875,328694.94,435192.47,0,0
299,CASH_OUT,268785.38,C1386039714,0.0,0.0,C33743015,2306170.34,2574955.72,0,0
210,CASH_OUT,102354.24,C1802052130,0.0,0.0,C1822485051,1182593.08,1284947.32,0,0
38,CASH_OUT,550379.36,C2119967701,20294.0,0.0,C599750814,680299.43,1230678.79,0,0
159,CASH_OUT,247641.08,C1098824034,542.0,0.0,C492007179,96024.11,343665.19,0,0
162,TRANSFER,115089.95,C741354585,0.0,0.0,C1925515353,534798.21,649888.16,0,0
139,CASH_OUT,149911.32,C269984140,194150.0,44238.68,C2034155639,0.0,149911.32,0,0
181,TRANSFER,468550.68,C496839284,30309.0,0.0,C152714690,1567084.81,2035635.49,0,0
138,CASH_IN,144114.82,C1493982811,28550.0,172664.82,C1406966134,0.0,0.0,0,0
228,PAYMENT,24992.77,C459020623,0.0,0.0,M977594717,0.0,0.0,0,0
687,CASH_OUT,247200.97,C605117865,0.0,0.0,C146945930,290394.79,537595.76,0,0
138,CASH_OUT,320059.98,C1883616920,0.0,0.0,C1417485799,1762693.86,2082753.85,0,0
346,PAYMENT,13394.03,C535111345,31131.02,17736.99,M877561432,0.0,0.0,0,0
188,CASH_OUT,67312.41,C309249195,338010.0,270697.59,C1640625225,262412.65,329725.06,0,0
19,PAYMENT,24351.51,C874094133,129535.54,105184.04,M676376342,0.0,0.0,0,0
253,PAYMENT,65304.58,C1022637523,55873.0,0.0,M581574174,0.0,0.0,0,0
249,PAYMENT,334.05,C150724498,513345.4,513011.35,M568183970,0.0,0.0,0,0
297,CASH_OUT,168335.8,C985153349,21802.0,0.0,C1679069488,182497.98,350833.78,0,0
330,CASH_IN,319480.75,C475934807,5425427.23,5744907.98,C1641561110,621610.23,302129.48,0,0
279,PAYMENT,15254.44,C1219137992,31585.0,16330.56,M1633969136,0.0,0.0,0,0
332,CASH_OUT,220794.06,C1757318285,205.0,0.0,C686378467,457202.16,677996.22,0,0
399,PAYMENT,6692.01,C1328859383,102924.96,96232.95,M1553830437,0.0,0.0,0,0
230,CASH_OUT,300332.53,C1176643014,0.0,0.0,C670129516,9813314.12,10113646.65,0,0
205,PAYMENT,1388.75,C184961280,21513.78,20125.03,M247850196,0.0,0.0,0,0
36,PAYMENT,32972.67,C1785573633,694339.79,661367.12,M1136386339,0.0,0.0,0,0
11,CASH_OUT,138467.72,C532607096,0.0,0.0,C1947930976,648099.61,786567.34,0,0
129,CASH_IN,88552.43,C2072751589,55323.0,143875.43,C884315237,0.0,0.0,0,0
302,CASH_OUT,50764.59,C1137103098,0.0,0.0,C1364118797,897956.57,948721.16,0,0
299,CASH_IN,33642.53,C864302725,474.0,34116.53,C707087239,0.0,0.0,0,0
229,CASH_IN,68279.61,C1980258026,1663791.06,1732070.68,C117624959,1426483.1,1358203.49,0,0
249,PAYMENT,15702.89,C1587911500,0.0,0.0,M1031897264,0.0,0.0,0,0
154,CASH_IN,132276.7,C1787994382,7916994.2,8049270.9,C1100731849,779011.46,646734.76,0,0
401,CASH_IN,184404.88,C1603118396,1650414.22,1834819.1,C1828019520,356731.56,172326.68,0,0
354,CASH_OUT,207065.58,C1103306775,243662.0,36596.42,C2128302157,249541.61,456607.19,0,0
211,TRANSFER,106393.12,C124451171,31306.0,0.0,C1640322643,1232626.44,1339019.55,0,0
203,CASH_OUT,102350.53,C1688350130,0.0,0.0,C322602923,451715.9,554066.43,0,0
307,CASH_IN,112847.47,C32508493,2485019.9,2597867.37,C893875459,3727332.94,3614485.47,0,0
398,PAYMENT,11146.24,C115209440,26207.0,15060.76,M2121187510,0.0,0.0,0,0
12,CASH_OUT,152517.35,C1988372024,37700.0,0.0,C686728214,0.0,152517.35,0,0
132,CASH_IN,175159.32,C1761106516,11242.0,186401.32,C360694675,222139.38,46980.06,0,0
15,PAYMENT,4928.68,C1780312543,0.0,0.0,M1980601387,0.0,0.0,0,0
42,CASH_OUT,102253.24,C1953810844,0.0,0.0,C323761934,2489731.27,3120023.86,0,0
356,PAYMENT,1988.12,C862966852,17630.0,15641.88,M1310100048,0.0,0.0,0,0
687,PAYMENT,11703.82,C240944166,24512.0,12808.18,M663370373,0.0,0.0,0,0
328,CASH_IN,145661.45,C69873783,410.0,146071.45,C476942535,0.0,0.0,0,0
178,CASH_IN,203535.02,C1073095668,10374.0,213909.02,C1797021216,0.0,0.0,0,0
330,CASH_OUT,276496.22,C367569841,0.0,0.0,C320427719,812124.23,1088620.45,0,0
420,CASH_IN,148080.86,C688629748,3206891.05,3354971.91,C1079890116,2187827.37,2039746.5,0,0
325,CASH_OUT,207249.29,C760120393,431413.05,224163.76,C1246459737,681534.28,888783.57,0,0
212,TRANSFER,509618.55,C2090926853,0.0,0.0,C1365960800,2061663.57,2571282.13,0,0
369,PAYMENT,8699.47,C1419006350,55593.0,46893.53,M1979794497,0.0,0.0,0,0
156,CASH_OUT,103131.84,C186611061,0.0,0.0,C1733757129,373810.24,476942.08,0,0
349,CASH_IN,350242.67,C548355258,3313465.12,3663707.79,C1396050988,502433.52,152190.85,0,0
401,PAYMENT,19087.58,C1892861916,0.0,0.0,M1577160902,0.0,0.0,0,0
138,PAYMENT,1228.5,C54972264,0.0,0.0,M281673896,0.0,0.0,0,0
43,CASH_IN,585059.11,C1533766293,763775.0,1348834.11,C78543612,452182.86,0.0,0,0
38,PAYMENT,7361.1,C1605582584,275070.76,267709.66,M833802863,0.0,0.0,0,0
230,CASH_OUT,303781.86,C314983178,234113.0,0.0,C1405813319,0.0,303781.86,0,0
211,CASH_OUT,168355.63,C735552992,398.0,0.0,C1747950555,0.0,168355.63,0,0
353,PAYMENT,1835.13,C1310519384,0.0,0.0,M960828590,0.0,0.0,0,0
403,PAYMENT,7013.26,C2052557358,9912.0,2898.74,M981130424,0.0,0.0,0,0
254,CASH_OUT,52523.42,C476186885,0.0,0.0,C1746128172,462329.73,514853.16,0,0
206,TRANSFER,157113.35,C1610104364,41918.0,0.0,C998942308,0.0,157113.35,0,0
257,CASH_IN,53456.84,C42550357,442787.87,496244.71,C1536811953,1162780.37,1109323.53,0,0
252,CASH_OUT,105371.57,C546448981,148162.0,42790.43,C1009920756,2301942.05,2407313.62,0,0
256,CASH_OUT,169131.81,C840646271,50239.0,0.0,C72134731,0.0,169131.81,0,0
188,CASH_OUT,271096.69,C1773770991,0.0,0.0,C632889745,288709.43,559806.12,0,0
38,TRANSFER,400138.28,C996301885,0.0,0.0,C145811242,5207139.9,5607278.18,0,0
301,CASH_OUT,127832.51,C61543005,0.0,0.0,C794486481,3347860.3,3475692.8,0,0
255,PAYMENT,8025.33,C805066633,0.0,0.0,M628894726,0.0,0.0,0,0
189,PAYMENT,2181.11,C235609303,88562.0,86380.89,M723074479,0.0,0.0,0,0
185,CASH_IN,83682.31,C2119371134,18225236.98,18308919.29,C1719993196,956541.63,872859.32,0,0
355,CASH_OUT,90562.98,C501262750,0.0,0.0,C2025046304,2115380.96,2205943.94,0,0
360,PAYMENT,3927.84,C1963687985,26923.0,22995.16,M718899182,0.0,0.0,0,0
328,PAYMENT,17021.4,C1874038901,359055.26,342033.85,M406690644,0.0,0.0,0,0
131,CASH_IN,179534.54,C641791008,3452963.09,3632497.63,C1990043127,207294.24,27759.7,0,0
402,TRANSFER,682391.57,C326733578,49961.0,0.0,C1905739633,0.0,682391.57,0,0
